timestamp,value
2016-09-28 19:34:37.195194,72
2016-09-28 19:34:47.800377,72
2016-09-28 19:34:58.318448,72
2016-09-28 19:35:09.087463,72
2016-09-28 19:35:19.516965,72
2016-09-28 19:35:29.985088,72
2016-09-28 19:35:40.272491,72
